2023-06-03 16:44:21,370 [INFO] admin_api_server: AdminApi initialized
2023-06-03 16:44:21,386 [DEBUG] admin_api_server: Provider Manager Initialized
2023-06-03 16:44:21,406 [INFO] admin_api_server: PublicAPI initialized
2023-06-03 16:44:21,410 [DEBUG] admin_api_server: Provider Manager Initialized
2023-06-06 04:35:48,087 [DEBUG] admin_api_server: Successfully authenticated request (get_all_ssos) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:35:48,088 [DEBUG] admin_api_server: Successfully authenticated request (get_images_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:35:48,091 [DEBUG] admin_api_server: Successfully authenticated request (get_url_filter_policies) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:35:48,092 [DEBUG] admin_api_server: Successfully authenticated request (get_users_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:35:49,054 [DEBUG] admin_api_server: Successfully authenticated request (get_sso_mappings_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:35:51,050 [DEBUG] admin_api_server: Successfully authenticated request (get_settings_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:35:56,251 [DEBUG] admin_api_server: Successfully authenticated request (add_settings_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:35:56,364 [DEBUG] admin_api_server: Successfully authenticated request (get_groups) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:35:56,365 [DEBUG] admin_api_server: Successfully authenticated request (get_settings_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:35:57,940 [DEBUG] admin_api_server: Successfully authenticated request (get_settings_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:36:02,184 [DEBUG] admin_api_server: Successfully authenticated request (add_settings_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:36:02,325 [DEBUG] admin_api_server: Successfully authenticated request (get_groups) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:36:02,325 [DEBUG] admin_api_server: Successfully authenticated request (get_settings_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:36:03,699 [DEBUG] admin_api_server: Successfully authenticated request (get_settings_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:36:12,821 [DEBUG] admin_api_server: Successfully authenticated request (add_settings_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:36:12,987 [DEBUG] admin_api_server: Successfully authenticated request (get_groups) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:36:12,990 [DEBUG] admin_api_server: Successfully authenticated request (get_settings_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:36:14,178 [DEBUG] admin_api_server: Successfully authenticated request (get_settings_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:36:18,632 [DEBUG] admin_api_server: Successfully authenticated request (add_settings_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:36:18,883 [DEBUG] admin_api_server: Successfully authenticated request (get_groups) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:36:18,893 [DEBUG] admin_api_server: Successfully authenticated request (get_settings_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:36:19,821 [DEBUG] admin_api_server: Successfully authenticated request (get_settings_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:36:23,873 [DEBUG] admin_api_server: Successfully authenticated request (add_settings_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:36:24,089 [DEBUG] admin_api_server: Successfully authenticated request (get_groups) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:36:24,097 [DEBUG] admin_api_server: Successfully authenticated request (get_settings_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:36:25,050 [DEBUG] admin_api_server: Successfully authenticated request (get_settings_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:36:29,262 [DEBUG] admin_api_server: Successfully authenticated request (add_settings_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:36:29,573 [DEBUG] admin_api_server: Successfully authenticated request (get_groups) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:36:29,574 [DEBUG] admin_api_server: Successfully authenticated request (get_settings_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:36:30,740 [DEBUG] admin_api_server: Successfully authenticated request (get_settings_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:36:34,530 [DEBUG] admin_api_server: Successfully authenticated request (add_settings_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:36:34,728 [DEBUG] admin_api_server: Successfully authenticated request (get_groups) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:36:34,729 [DEBUG] admin_api_server: Successfully authenticated request (get_settings_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:36:35,651 [DEBUG] admin_api_server: Successfully authenticated request (get_settings_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:36:40,612 [DEBUG] admin_api_server: Successfully authenticated request (add_settings_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:36:40,848 [DEBUG] admin_api_server: Successfully authenticated request (get_groups) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:36:40,849 [DEBUG] admin_api_server: Successfully authenticated request (get_settings_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:36:41,732 [DEBUG] admin_api_server: Successfully authenticated request (get_settings_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:36:45,232 [DEBUG] admin_api_server: Successfully authenticated request (add_settings_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:36:45,507 [DEBUG] admin_api_server: Successfully authenticated request (get_groups) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:36:45,508 [DEBUG] admin_api_server: Successfully authenticated request (get_settings_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:36:46,398 [DEBUG] admin_api_server: Successfully authenticated request (get_settings_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:36:50,973 [DEBUG] admin_api_server: Successfully authenticated request (add_settings_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:36:51,199 [DEBUG] admin_api_server: Successfully authenticated request (get_groups) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:36:51,200 [DEBUG] admin_api_server: Successfully authenticated request (get_settings_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:36:52,144 [DEBUG] admin_api_server: Successfully authenticated request (get_settings_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:36:56,772 [DEBUG] admin_api_server: Successfully authenticated request (add_settings_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:36:56,979 [DEBUG] admin_api_server: Successfully authenticated request (get_groups) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:36:56,992 [DEBUG] admin_api_server: Successfully authenticated request (get_settings_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:36:58,270 [DEBUG] admin_api_server: Successfully authenticated request (get_settings_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:37:27,851 [DEBUG] admin_api_server: Successfully authenticated request (add_settings_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:37:28,142 [DEBUG] admin_api_server: Successfully authenticated request (get_groups) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:37:28,153 [DEBUG] admin_api_server: Successfully authenticated request (get_settings_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:37:29,233 [DEBUG] admin_api_server: Successfully authenticated request (get_settings_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:37:51,433 [DEBUG] admin_api_server: Successfully authenticated request (add_settings_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:37:51,666 [DEBUG] admin_api_server: Successfully authenticated request (get_groups) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:37:51,668 [DEBUG] admin_api_server: Successfully authenticated request (get_settings_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:37:53,020 [DEBUG] admin_api_server: Successfully authenticated request (get_settings_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:39:20,116 [DEBUG] admin_api_server: Successfully authenticated request (add_settings_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:39:20,390 [DEBUG] admin_api_server: Successfully authenticated request (get_groups) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 04:39:20,391 [DEBUG] admin_api_server: Successfully authenticated request (get_settings_group) for user (admin@kasm.local) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:07:47,329 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:07:47,337 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:07:47,340 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:07:47,343 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:07:47,344 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:07:47,348 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:07:47,349 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:07:47,350 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:07:47,367 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:07:47,371 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:07:48,286 [DEBUG] admin_api_server: Successfully authenticated request (get_agent_report) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:07:48,290 [DEBUG] admin_api_server: Successfully authenticated request (get_servers) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:07:48,326 [DEBUG] admin_api_server: Successfully authenticated request (get_kasms) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:07:48,327 [DEBUG] admin_api_server: Successfully authenticated request (get_alert_report) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:07:48,328 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:07:48,567 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:08:04,417 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:08:04,423 [DEBUG] admin_api_server: Successfully authenticated request (get_agent_report) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:08:04,423 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:08:04,423 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:08:04,438 [DEBUG] admin_api_server: Successfully authenticated request (get_servers) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:08:04,441 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:08:04,448 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:08:04,449 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:08:04,555 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:08:05,426 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:08:05,446 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:08:05,447 [DEBUG] admin_api_server: Successfully authenticated request (get_kasms) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:08:05,448 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:08:05,448 [DEBUG] admin_api_server: Successfully authenticated request (get_alert_report) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:08:05,452 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:08:05,459 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:08:05,466 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:08:06,976 [DEBUG] admin_api_server: Successfully authenticated request (get_images) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:08:14,408 [DEBUG] admin_api_server: Successfully authenticated request (get_users) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:08:15,046 [DEBUG] admin_api_server: Successfully authenticated request (get_groups) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:08:18,883 [DEBUG] admin_api_server: Successfully authenticated request (get_file_mappings) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:08:18,886 [DEBUG] admin_api_server: Successfully authenticated request (get_url_filter_policies) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:08:18,890 [DEBUG] admin_api_server: Successfully authenticated request (get_images_group) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:08:18,895 [DEBUG] admin_api_server: Successfully authenticated request (get_users_group) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:08:18,900 [DEBUG] admin_api_server: Successfully authenticated request (get_all_ssos) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:08:18,908 [DEBUG] admin_api_server: Successfully authenticated request (get_sso_mappings_group) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:08:18,911 [DEBUG] admin_api_server: Successfully authenticated request (get_settings_group) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:08:18,912 [DEBUG] admin_api_server: Successfully authenticated request (get_groups) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:08:19,107 [DEBUG] admin_api_server: Successfully authenticated request (get_users_group) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:08:32,511 [DEBUG] admin_api_server: Successfully authenticated request (get_settings_group) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:08:47,889 [DEBUG] admin_api_server: Successfully authenticated request (get_settings_group) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:08:57,343 [DEBUG] admin_api_server: Successfully authenticated request (get_settings_group) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:09:10,797 [DEBUG] admin_api_server: Successfully authenticated request (add_settings_group) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:09:11,059 [DEBUG] admin_api_server: Successfully authenticated request (get_groups) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:09:11,061 [DEBUG] admin_api_server: Successfully authenticated request (get_settings_group) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:09:15,249 [DEBUG] admin_api_server: Successfully authenticated request (get_settings_group) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:09:21,268 [DEBUG] admin_api_server: Successfully authenticated request (add_settings_group) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:09:21,519 [DEBUG] admin_api_server: Successfully authenticated request (get_groups) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:09:21,531 [DEBUG] admin_api_server: Successfully authenticated request (get_settings_group) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:09:23,704 [DEBUG] admin_api_server: Successfully authenticated request (get_settings_group) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:09:27,014 [DEBUG] admin_api_server: Successfully authenticated request (add_settings_group) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:09:27,201 [DEBUG] admin_api_server: Successfully authenticated request (get_groups) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:09:27,210 [DEBUG] admin_api_server: Successfully authenticated request (get_settings_group) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:09:31,767 [DEBUG] admin_api_server: Successfully authenticated request (get_settings_group) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:09:46,801 [DEBUG] admin_api_server: Successfully authenticated request (add_settings_group) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:09:47,058 [DEBUG] admin_api_server: Successfully authenticated request (get_groups) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:09:47,060 [DEBUG] admin_api_server: Successfully authenticated request (get_settings_group) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:09:58,270 [DEBUG] admin_api_server: Successfully authenticated request (get_settings_group) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:10:14,811 [DEBUG] admin_api_server: Successfully authenticated request (add_settings_group) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:10:15,058 [DEBUG] admin_api_server: Successfully authenticated request (get_groups) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:10:15,063 [DEBUG] admin_api_server: Successfully authenticated request (get_settings_group) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:10:19,750 [DEBUG] admin_api_server: Successfully authenticated request (get_settings_group) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:10:59,493 [DEBUG] admin_api_server: Successfully authenticated request (add_settings_group) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:10:59,838 [DEBUG] admin_api_server: Successfully authenticated request (get_groups) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:10:59,839 [DEBUG] admin_api_server: Successfully authenticated request (get_settings_group) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 05:11:02,546 [DEBUG] admin_api_server: Successfully authenticated request (get_settings_group) for user (loki) at (49.179.45.211, 172.18.0.1)
2023-06-06 15:54:22,518 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (1.144.28.156, 172.18.0.1)
2023-06-06 15:54:22,542 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (1.144.28.156, 172.18.0.1)
2023-06-06 15:54:22,549 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (1.144.28.156, 172.18.0.1)
2023-06-06 15:54:22,554 [DEBUG] admin_api_server: Successfully authenticated request (get_agent_report) for user (admin@kasm.local) at (1.144.28.156, 172.18.0.1)
2023-06-06 15:54:22,555 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (1.144.28.156, 172.18.0.1)
2023-06-06 15:54:22,579 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (1.144.28.156, 172.18.0.1)
2023-06-06 15:54:22,580 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (1.144.28.156, 172.18.0.1)
2023-06-06 15:54:22,583 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (1.144.28.156, 172.18.0.1)
2023-06-06 15:54:22,591 [DEBUG] admin_api_server: Successfully authenticated request (get_servers) for user (admin@kasm.local) at (1.144.28.156, 172.18.0.1)
2023-06-06 15:54:22,595 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (1.144.28.156, 172.18.0.1)
2023-06-06 15:54:22,597 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (1.144.28.156, 172.18.0.1)
2023-06-06 15:54:22,620 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (1.144.28.156, 172.18.0.1)
2023-06-06 15:54:22,635 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (1.144.28.156, 172.18.0.1)
2023-06-06 15:54:22,646 [DEBUG] admin_api_server: Successfully authenticated request (get_kasms) for user (admin@kasm.local) at (1.144.28.156, 172.18.0.1)
2023-06-06 15:54:22,802 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (1.144.28.156, 172.18.0.1)
2023-06-06 15:54:23,551 [DEBUG] admin_api_server: Successfully authenticated request (get_alert_report) for user (admin@kasm.local) at (1.144.28.156, 172.18.0.1)
2023-06-06 19:50:36,402 [INFO] admin_api_server: AdminApi initialized
2023-06-06 19:50:36,427 [DEBUG] admin_api_server: Provider Manager Initialized
2023-06-06 19:50:36,450 [INFO] admin_api_server: PublicAPI initialized
2023-06-06 19:50:36,455 [DEBUG] admin_api_server: Provider Manager Initialized
2023-06-07 15:43:39,310 [DEBUG] admin_api_server: Successfully authenticated request (get_agent_report) for user (admin@kasm.local) at (49.186.54.138, 172.18.0.1)
2023-06-07 15:43:39,311 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (49.186.54.138, 172.18.0.1)
2023-06-07 15:43:39,312 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (49.186.54.138, 172.18.0.1)
2023-06-07 15:43:39,316 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (49.186.54.138, 172.18.0.1)
2023-06-07 15:43:39,327 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (49.186.54.138, 172.18.0.1)
2023-06-07 15:43:39,334 [DEBUG] admin_api_server: Successfully authenticated request (get_servers) for user (admin@kasm.local) at (49.186.54.138, 172.18.0.1)
2023-06-07 15:43:39,337 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (49.186.54.138, 172.18.0.1)
2023-06-07 15:43:39,340 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (49.186.54.138, 172.18.0.1)
2023-06-07 15:43:39,356 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (49.186.54.138, 172.18.0.1)
2023-06-07 15:43:39,363 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (49.186.54.138, 172.18.0.1)
2023-06-07 15:43:39,381 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (49.186.54.138, 172.18.0.1)
2023-06-07 15:43:39,410 [DEBUG] admin_api_server: Successfully authenticated request (get_kasms) for user (admin@kasm.local) at (49.186.54.138, 172.18.0.1)
2023-06-07 15:43:39,416 [DEBUG] admin_api_server: Successfully authenticated request (get_alert_report) for user (admin@kasm.local) at (49.186.54.138, 172.18.0.1)
2023-06-07 15:43:39,428 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (49.186.54.138, 172.18.0.1)
2023-06-07 15:43:39,432 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (49.186.54.138, 172.18.0.1)
2023-06-07 15:43:39,850 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (49.186.54.138, 172.18.0.1)
2023-06-07 19:23:45,487 [INFO] admin_api_server: AdminApi initialized
2023-06-07 19:23:45,502 [DEBUG] admin_api_server: Provider Manager Initialized
2023-06-07 19:23:45,523 [INFO] admin_api_server: PublicAPI initialized
2023-06-07 19:23:45,527 [DEBUG] admin_api_server: Provider Manager Initialized
2023-06-07 22:11:55,022 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (49.195.63.157, 172.18.0.1)
2023-06-07 22:11:55,038 [DEBUG] admin_api_server: Successfully authenticated request (get_agent_report) for user (admin@kasm.local) at (49.195.63.157, 172.18.0.1)
2023-06-07 22:11:55,045 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (49.195.63.157, 172.18.0.1)
2023-06-07 22:11:55,051 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (49.195.63.157, 172.18.0.1)
2023-06-07 22:11:55,056 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (49.195.63.157, 172.18.0.1)
2023-06-07 22:11:55,057 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (49.195.63.157, 172.18.0.1)
2023-06-07 22:11:55,066 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (49.195.63.157, 172.18.0.1)
2023-06-07 22:11:55,069 [DEBUG] admin_api_server: Successfully authenticated request (get_servers) for user (admin@kasm.local) at (49.195.63.157, 172.18.0.1)
2023-06-07 22:11:55,080 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (49.195.63.157, 172.18.0.1)
2023-06-07 22:11:55,081 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (49.195.63.157, 172.18.0.1)
2023-06-07 22:11:55,108 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (49.195.63.157, 172.18.0.1)
2023-06-07 22:11:55,133 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (49.195.63.157, 172.18.0.1)
2023-06-07 22:11:55,134 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (49.195.63.157, 172.18.0.1)
2023-06-07 22:11:55,143 [DEBUG] admin_api_server: Successfully authenticated request (get_alert_report) for user (admin@kasm.local) at (49.195.63.157, 172.18.0.1)
2023-06-07 22:11:55,151 [DEBUG] admin_api_server: Successfully authenticated request (get_kasms) for user (admin@kasm.local) at (49.195.63.157, 172.18.0.1)
2023-06-07 22:11:55,320 [DEBUG] admin_api_server: Successfully authenticated request (get_report) for user (admin@kasm.local) at (49.195.63.157, 172.18.0.1)
2023-06-07 22:12:26,783 [DEBUG] admin_api_server: Successfully authenticated request (get_settings) for user (admin@kasm.local) at (49.195.63.157, 172.18.0.1)
